Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Serbia,SRB,"Population, total",SP.POP.TOTL,6638992,6689077,6740264,6787950,6832855,6876624,6927969,6966522,7007586,7123249,7164993,7211716,7252012,7283902,7326043,7368717,7418973,7462783,7504017,7541997,7709544,7736787,7763335,7788100,7813549,7835902,7853824,7868027,7884218,7893787,7897937,7595636,7604063,7614328,7622711,7628264,7622185,7598538,7567745,7540401,7516346,7503433,7500031,7480591,7463157,7440769,7411569,7381579,7350222,7320807,7291436,7236519,7201497,7166553,7131787,7095383,7058322,7020858,6982604,6945235,6899126,6834326,6664449,6623183,6587202
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012024.6246505,11592023.7636487,12642025.9161531,13923028.5422085,15393031.5557147,15603031.9862156,16443033.7082191,16632032.1339974,16074027.6473276,16452028.2974887,18432031.7030945,21965950.7711142,30645122.9204727,36896280.4764104,43134496.1645367,47803145.9480985,49278981.7550701,64526401.4638544,85552365.8005137,127261099.223864,156783829.504298,163750728.155916,157211789.714587,156098237.022585,160992920.960262,179691482.72165,221147061.290068,265212956.838633,301985618.085556,324333366.514829,392163560.868669,398307169.860405,461409398.855893,504230620.551871,517570058.151034,540733047.733048,535250347.089479,598966982.350186,647287375.762528,662838614.880674,654212394.27164,662064155.920692,742134837.50919,750847230.099263,893012218.181818,977899381.818182,1081441283.31798,1077308813.82945,979597394.293453,850901620.433301,981616542.328454,1058918707.26124,1089407839.19709,1333160407.38516,1387577870.08161,1432403352.12944,1568513348.14463,1675370641.01416,1784313926.76807,1868690096.73454,1382551751.56908,1487173794.80528,2018346588.73752,2187379754.66167,2167239562.46013
Seychelles,SYC,"Population, total",SP.POP.TOTL,41700,42889,44042,45176,46322,47500,48699,49911,51134,52365,53600,54695,56029,56892,57937,59292,60504,61786,62150,62686,63261,64035,64413,64335,64717,65244,65652,68499,68755,69167,69507,70439,70763,72253,74205,75304,76417,77319,78846,80410,81131,81202,83723,82781,82475,82858,84600,85033,86956,87298,89770,87441,88303,89949,91359,93419,94677,95843,96762,97625,98462,99258,119878,119773,121354
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322151960.784314,327978758.169935,342872549.019608,348700980.392157,372011437.908497,359523809.523809,375630252.10084,348895027.624309,329991596.638655,408853541.416567,434584633.853541,419495788.20698,465254681.64794,575471813.72549,648940350.877193,679352876.106195,594810422.28212,692079406.631763,960765042.979943,1109343424.78713,1100476190.47619,1114926660.91458,1294995964.48749,995278514.588859,1087450199.20319,856890459.363958,490181456.62441,660106336.104339,1055083933.07498,932974420.276529,649644097.566129,779981987.10656,679940813.948366,768867882.965994,911853802.365613,870740291.519248,941709422.502965,850232760.017239,672368187.114756,669386623.951402,635866403.776065,1681473893.76655,1933863910.73227,2142618045.93129,2237350687.46606,2545275312.60512,3263697466.73514,3632957611.35152,4157895298.19572,3953403098.37107,4262805966.78755,4861632884.67985,6141666509.36295,7502762862.72657,7686138790.90872,6788352974.78329,6084297211.10217,5749846528.48046,6390514688.52816,6526183564.19893,6693888876.28565,7173379137.26091,7124465159.65304,6411787856.06581,7547843281.27425
Sierra Leone,SLE,"Population, total",SP.POP.TOTL,2268356,2304227,2342242,2382258,2424390,2468666,2514638,2562384,2611532,2661365,2712286,2763222,2814388,2866955,2920459,2974657,3028820,3085354,3145517,3207499,3272089,3338940,3408183,3481646,3558758,3638438,3728380,3829718,3934517,4034037,4196828,4246267,4166366,4157130,4173105,4179179,4199210,4253716,4295785,4318043,4423611,4692716,4971435,5177687,5355717,5501712,5624466,5749352,5894722,6055646,6222714,6387251,6551080,6714051,6876385,7037655,7205328,7379299,7554563,7731991,7912558,8094602,8276807,8460512,8642022
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704751700.302494,764629788.123689,826239211.817511,917608012.491752,894153311.424857,974644096.144674,1096425608.09089,1238035815.78586,1425706091.0356,1659893767.84419,1920574150.17542,2263785443.61688,2721440980.75851,3696213333.33333,5221534955.64418,5633673929.99302,6327077974.10703,6618585073.66035,7517176354.84135,9296921723.83465,11896256782.8566,14175228843.6391,16084252378.473,17784112149.5327,19749361097.965,19156532745.7691,18586746056.9974,20919215578.2125,25371462488.1292,30465364738.6206,36144336768.7023,45466164978.2923,52131320032.8797,60603815716.2653,73688724431.1412,87812540788.4293,96293086513.0872,100123787215.299,85728207781.7785,86286849754.8905,96076539925.7409,89793790669.6515,92538372869.6942,97646401095.6369,115033593101.049,127807848728.398,148627286361.351,180941701357.97,193617323539.203,194150283771.566,239807980591.24,279356499090.458,295092888076.589,307576360584.992,314863580758.455,307998545269.398,319646468521.497,343673334902.33,377123710560.614,376161998830.048,349165858544.568,436591382250.464,509017841146.557,505439514078.019,547386645891.847
Singapore,SGP,"Population, total",SP.POP.TOTL,1646400,1702400,1750200,1795000,1841600,1886900,1934400,1977600,2012000,2042500,2074507,2112900,2152400,2193000,2229800,2262600,2293300,2325300,2353600,2383500,2413945,2532835,2646466,2681061,2732221,2735957,2733373,2774789,2846108,2930901,3047132,3135083,3230698,3313471,3419048,3524506,3670704,3796038,3927213,3958723,4027887,4138012,4175950,4114826,4166664,4265762,4401365,4588599,4839396,4987573,5076732,5183688,5312437,5399162,5469724,5535002,5607283,5612253,5638676,5703569,5685807,5453566,5637022,5917648,6036860
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,854972067.039106,892290502.793296,936089385.47486,985865921.787709,1022905027.93296,1361811508.37989,1417888715.0838,1427017206.70391,1353212122.90503,1259200446.92737,1407880446.92737,1236428100.55866,1353071061.45251,1537088715.0838,1627776949.27374,1735210227.92581
Sint Maarten (Dutch part),SXM,"Population, total",SP.POP.TOTL,2715,2970,3264,3584,3922,4282,4664,5071,5500,5948,6414,6888,7380,7917,8492,9094,9716,10364,11039,11723,12410,13302,14607,16133,17694,19291,20930,22617,24357,26169,28061,30046,31567,32026,31917,31772,31598,31404,31193,30977,30773,30726,30960,31327,31690,32057,32428,32791,33145,33491,33794,34267,35023,35854,36672,37471,38249,38996,39712,40385,41008,41571,42139,42749,43350
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12915046978.1615,14459924588.948,15699327209.2121,16737973764.3476,20428139755.6056,26180022222.2222,28197790874.5247,27844628979.2682,29976207629.4888,30496272225.1337,29215726004.7765,30726659550.9717,35243658398.7546,46616149116.7411,57215475076.2986,62547753148.4638,70751813442.9881,86587749517.9724,100830060552.902,89342984697.5246,91112160800.7668,99705104723.4341,94724394278.052,99134277850.3418,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120560912620.599,115884262197.697,133896931490.224,141775733420.114
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,4068095,4191667,4238188,4282017,4327341,4370983,4411666,4449367,4483915,4518607,4538223,4557449,4596622,4641445,4689623,4739105,4789507,4840501,4890125,4938973,4979815,5016105,5055099,5091971,5127097,5161768,5193838,5222840,5250596,5275942,5299187,5303294,5305016,5325305,5346331,5361999,5373361,5383291,5390516,5396020,5388720,5378867,5376912,5373374,5372280,5372807,5373054,5374622,5379233,5386406,5391428,5398384,5407579,5413393,5418649,5423801,5430798,5439232,5446771,5454147,5458827,5447247,5431752,5426740,5422069
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19832029087.1272,14454495058.907,14277261540.7456,14449298371.7879,16400767069.6294,21367422159.3207,21470699362.6062,20726878751.5006,22058635314.4836,22609669083.7179,20159190701.6789,20668868706.8115,23214593516.2095,29360575031.8177,34156553313.4031,35947936823.7781,39260368837.0342,47880266542.577,55509332322.3578,49975540954.8465,47793117240.9001,51199194599.3094,46167053954.3367,47867056858.8892,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61529280461.092,59927702746.2843,69148468417.3208,72485008929.2766
Slovenia,SVN,"Population, total",SP.POP.TOTL,1584720,1594131,1603649,1616971,1632114,1649160,1669905,1689528,1704546,1713874,1724891,1738335,1752233,1766697,1776132,1793581,1820249,1842377,1862548,1882599,1901315,1906531,1910334,1922321,1932154,1941641,1965964,1989776,1995196,1996351,1998161,1999429,1996498,1991746,1989443,1989872,1988628,1985956,1981629,1983045,1988925,1992060,1994530,1995733,1997012,2000474,2006868,2018122,2021316,2039669,2048583,2052843,2057159,2059953,2061980,2063531,2065042,2066388,2073894,2088385,2102419,2108079,2112076,2120461,2126324
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,4867613584.07593,5439069281.6758,6314343372.26546,7925009632.22788,12630646182.7671,13694409320.0792,14972043508.9101,18019206140.4328,20755369166.4738,26574821231.5674,37145707160.6425,36940103854.3959,37520998833.7777,35658812348.8566,36101910320.0195,35666476422.4875,33499388274.7671,38552467291.7606,40825270354.7748,41312139927.8116,47733333684.6106,49795529588.2804,53023218422.8989,51286907058.2761,54797013229.9028,62836686288.7727,65558175951.5503,68913494592.0529,70124482433.0621,74150045695.1207,76460508666.9178,77480489516.0607,83359125284.8746,99561595017.7345,115354159670.083,129707462621.965,145688839748.426,171087518582.494,188836637600.571,161635804929.045,171768513183.07,192825279256.529,193712300797.047,201057180223.571,208200443901.847,192378904291.359,195005480876.446,212648078851.573,229205977078.088,230723882097.479,208338277477.527,243009421520.273,269954645297.005,285189556483.076,309361541400.629
Small states,SST,"Population, total",SP.POP.TOTL,8767492,8927466,9111719,9300542,9487757,9670463,9846482,10014042,10181338,10353360,10526671,10702728,10876065,11041388,11199859,11364129,11541204,11728016,11915233,12105153,12298380,12490529,12683850,12874950,13067491,13275197,13492150,13707720,13924070,14148870,14379862,14610383,14735408,14837410,14970002,15087617,15248657,15435138,15624755,15698038,15786741,16017863,16250203,16441139,16597133,16699341,16868546,17047450,17228345,17398922,17575200,17748220,17926451,18107202,18292084,18482578,18671045,18865506,19084934,19293697,19472157,19646549,19852364,20051342,20230689
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,25203524.0325638,28084252.7582748,28606411.398041,..,50056882.8213879,40606712.050639,55272108.8435374,84539332.282562,74620320.0295339,83100834.307935,93145283.3557141,111027427.208358,151276496.482533,182852106.523408,193750540.701429,192902018.733318,181220398.969839,181570473.771605,165524943.492123,147620047.660063,155128542.419178,176494394.043362,172882410.578561,214877666.846068,227540473.340087,269034595.812985,300746361.128739,402837005.272596,469443201.503274,510586430.190127,526554005.954357,457579840.225066,488024514.369359,419842674.227652,409508552.979972,346406738.885237,417668983.408349,468005318.551977,552864570.225819,617258154.260133,695295347.621537,776337691.795098,805557562.580059,898133684.898793,1063895360.69907,1185215418.25562,1285911586.132,1335571420.72676,1307909887.55212,1379490304.2254,1469789119.08756,1615478393.28614,1619155017.3924,1536145814.17007,1522794913.0914,1566360686.10632,1660896530.71894,1760767447.17461
Solomon Islands,SLB,"Population, total",SP.POP.TOTL,139688,142912,146201,149589,153085,156686,160393,164245,168282,172476,176579,180637,184994,189774,195041,200744,207194,214418,222029,229953,238135,246555,255200,264068,273163,282455,291842,301414,311265,321282,331435,341738,352205,362839,373675,384733,396009,407474,419071,430500,440469,449125,457671,466154,474611,483080,491594,500156,508790,518141,532968,552945,573606,594945,616908,639415,662379,685672,709101,728147,744498,762591,781066,800005,819198
"Somalia, Fed. Rep.",SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.776025,191659914.376034,203531927.547229,216145935.941626,229529912.668035,243725898.029641,257375897.049641,271781886.807245,286719885.312046,306357284.571429,347985394.285714,347039445.705569,447883941.190165,483699610.602563,572504035.901509,757015878.792693,871344245.115171,498550724.637681,564571823.20442,589566929.133858,602515548.452104,699302473.050095,774578931.96392,735408641.768548,787434541.728857,875702247.191011,916590786.326105,1018972664.4638,1051596967.1287,1181360843.93549,1031282081.16683,717974929.763158,709297578.5,1260132955.78746,1481205097.98113,1534756134.55022,1792234297.39194,2191749013.58124,2962047564.41651,3045751527.66005,3412797450.20112,2252847464.68608,2192684134.59273,2836724351.5616,3859592813.10255,4683246454.10048,5026743282.04251,5430713728.89074,5913620292.90573,2948594552.44952,2687807003.73935,2906000096.93249,4364670159.99578,5062881600.00104,5728399719.99958,6152149099.99942,6613743069.99912,7621501710.0012,7873440830.00128,8655023960.00102,8628393720.00185,9483997390.00062,10202767269.9992,10968517089.9982,12108515109.9996
"Somalia, Fed. Rep.",SOM,"Population, total",SP.POP.TOTL,2876331,2952054,3030091,3110361,3192796,3277874,3365106,3454537,3546590,3641015,3738448,3837691,3939436,4045592,4151842,4257535,4365812,4484050,4814892,5449117,5936154,5982849,6003840,6198430,6428389,6693289,6974788,7228302,7235360,7114817,7082811,6813760,6495107,6681399,7026797,7285007,7554474,7824525,8155417,8492059,8838713,9198493,9550063,9909157,10280998,10644228,10975502,11322582,11663084,11961201,12261756,12348830,12461160,12869594,13339491,13806963,14348740,14916629,15452487,16030971,16651191,17271431,17801897,18358615,19009151
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,8748596500.5614,9225996309.60148,9813996074.40157,10854195658.3217,11955995217.6019,13068994772.4021,14211394315.4423,15821393671.4425,17124793150.0827,19256992297.2031,21218391512.6434,23411076638.279,24515919216.8851,33262772008.1446,41389186094.5992,42906905672.42,41150460287.6151,45328411332.1028,51607412901.8532,63038658088.9121,89411864402.4272,93141472163.7596,85904057409.3585,96204110941.5672,84870163365.9306,64459376086.6883,73354771399.2627,96535763418.3729,103976831870.957,108055624081.806,126048140141.869,135203698237.977,146956150986.636,147194747565.75,153512712381.836,171735933897.331,163234925380.563,168978057327.73,152982984557.233,151516957078.536,151752757215.309,135429905922.526,129087556612.449,197018965308.697,255806908594.573,288867217196.534,303858675363.643,333077117253.684,316131258616.309,329754060647.129,417363822801.713,458199494830.834,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,420886877628.703,406920004594.074,380699271816.395,400260724226.067
South Africa,ZAF,"Population, total",SP.POP.TOTL,16440172,16908035,17418522,17954564,18511361,19089380,19690087,20314066,20957287,21614676,22279984,22942143,23609456,24294263,24989108,25690940,26395450,27118952,27869507,28634162,29518857,30541044,31615339,32739304,33892788,35042093,36180515,37326190,38480649,39628575,40746268,41687898,42443509,43297156,44004139,44541554,45123018,45666838,46223880,46730335,47159719,47566800,48019415,48500348,48991421,49490033,49998277,50528584,51114599,51728516,52344051,52995205,53782567,54678791,55594838,56723537,57259551,57635162,58613001,59587885,60562381,61502603,62378410,63212384,64007187
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,43270012739.1649,46076379864.3708,49304727903.0606,55539363101.615,63741466508.7531,67970199332.8318,54738691616.6907,60155334542.3489,63211416560.9717,69748993757.947,74658791269.593,79443177465.6174,81426298286.7553,97561887957.8079,116963620422.229,123400629130.854,117988534885.073,136743438548.561,155039888662.564,173920685619.916,210608299657.661,220616445555.575,226594563448.698,243700817417.399,239973094448.251,263678832418.149,280349120351.568,313355004645.126,334074870363.848,335790574664.33,364740287587.944,314469355543.217,333546277429.535,327009281232.946,377442853701.433,416341940329.578,458508459742.388,484982931205.649,492890659366.39,531770143696.111,544675445924.648,562554379798.02,593707009776.722,694775911444.331,804159915389.764,924419567611.272,1051897222990.84,1342148092012.26,1347380565219.4,1502961023415.75,1869826933837.31,2045738547568.26,2057958207007.54,2111121954336.84,2323059672054.2,2414503392484.38,2679313169377.96,3075955432871.73,3159841615195.07,3318484576527.33,3172770463749.49,3717045071833.11,3930640282535.14,4210278492152.87,4514924632400.27
