"Renewable energy share of electricity capacity and generation (%) by Region/country/area, Indicator and Year"

"Region/country/area","Indicator","Year",Renewable energy share of electricity capacity and generation (%)
"Benin","RE share of electricity capacity (%)","2016",1.33
"Benin","RE share of electricity capacity (%)","2017",1.45
"Benin","RE share of electricity capacity (%)","2018",1.74
"Benin","RE share of electricity capacity (%)","2019",1.41
"Benin","RE share of electricity capacity (%)","2020",1.75
"Benin","RE share of electricity capacity (%)","2021",2.12
"Benin","RE share of electricity capacity (%)","2022",10.12
"Benin","RE share of electricity capacity (%)","2023",10.62
"Benin","RE share of electricity capacity (%)","2024",10.62
"Benin","RE share of electricity generation (%)","2000",1.95
"Benin","RE share of electricity generation (%)","2001",2.38
"Benin","RE share of electricity generation (%)","2002",2.42
"Benin","RE share of electricity generation (%)","2003",2.11
"Benin","RE share of electricity generation (%)","2004",1.84
"Benin","RE share of electricity generation (%)","2005",0.70
"Benin","RE share of electricity generation (%)","2006",0.00
"Benin","RE share of electricity generation (%)","2007",0.00
"Benin","RE share of electricity generation (%)","2008",0.16
"Benin","RE share of electricity generation (%)","2009",0.19
"Benin","RE share of electricity generation (%)","2010",0.00
"Benin","RE share of electricity generation (%)","2011",0.00
"Benin","RE share of electricity generation (%)","2012",0.28
"Benin","RE share of electricity generation (%)","2013",0.00
"Benin","RE share of electricity generation (%)","2014",0.29
"Benin","RE share of electricity generation (%)","2015",1.22
"Benin","RE share of electricity generation (%)","2016",1.33
"Benin","RE share of electricity generation (%)","2017",1.21
"Benin","RE share of electricity generation (%)","2018",1.26
"Benin","RE share of electricity generation (%)","2019",0.42
"Benin","RE share of electricity generation (%)","2020",0.52
"Benin","RE share of electricity generation (%)","2021",0.63
"Benin","RE share of electricity generation (%)","2022",3.28
"Benin","RE share of electricity generation (%)","2023",3.45
"Benin","RE share of electricity generation (%)","2024",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2000",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2001",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2002",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2003",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2004",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2005",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2006",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2007",6.43
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2008",5.02
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2009",56.53
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2010",28.46
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2011",28.46
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2012",28.46
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2013",29.16
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2014",29.16
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2015",29.71
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2016",32.45
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2017",35.96
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2018",37.60
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2019",38.97
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2020",32.55
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2021",32.55
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2022",32.55
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2023",33.91
"Bonaire, Sint Eustatius and Saba","RE share of electricity capacity (%)","2024",39.65
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2000",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2001",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2002",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2003",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2004",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2005",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2006",-
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2007",0.75
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2008",1.54
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2009",1.58
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2010",4.72
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2011",24.69
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2012",28.58
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2013",31.56
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2014",34.33
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2015",31.62
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2016",31.15
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2017",25.90
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2018",33.04
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2019",28.43
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2020",22.74
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2021",24.14
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2022",22.96
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2023",23.62
"Bonaire, Sint Eustatius and Saba","RE share of electricity generation (%)","2024",-
"Bhutan","RE share of electricity capacity (%)","2000",97.41
"Bhutan","RE share of electricity capacity (%)","2001",97.52
"Bhutan","RE share of electricity capacity (%)","2002",97.84
"Bhutan","RE share of electricity capacity (%)","2003",97.91
"Bhutan","RE share of electricity capacity (%)","2004",97.90
"Bhutan","RE share of electricity capacity (%)","2005",98.08
"Bhutan","RE share of electricity capacity (%)","2006",97.87
"Bhutan","RE share of electricity capacity (%)","2007",99.31
"Bhutan","RE share of electricity capacity (%)","2008",99.29
"Bhutan","RE share of electricity capacity (%)","2009",99.39
"Bhutan","RE share of electricity capacity (%)","2010",99.39
"Bhutan","RE share of electricity capacity (%)","2011",99.39
"Bhutan","RE share of electricity capacity (%)","2012",99.39
"Bhutan","RE share of electricity capacity (%)","2013",99.28
"Bhutan","RE share of electricity capacity (%)","2014",99.28
"Bhutan","RE share of electricity capacity (%)","2015",99.34
"Bhutan","RE share of electricity capacity (%)","2016",99.50
"Bhutan","RE share of electricity capacity (%)","2017",99.45
"Bhutan","RE share of electricity capacity (%)","2018",99.45
"Bhutan","RE share of electricity capacity (%)","2019",99.71
"Bhutan","RE share of electricity capacity (%)","2020",99.64
"Bhutan","RE share of electricity capacity (%)","2021",99.64
"Bhutan","RE share of electricity capacity (%)","2022",99.64
"Bhutan","RE share of electricity capacity (%)","2023",99.65
"Bhutan","RE share of electricity capacity (%)","2024",99.66
"Bhutan","RE share of electricity generation (%)","2000",99.99
"Bhutan","RE share of electricity generation (%)","2001",99.98
"Bhutan","RE share of electricity generation (%)","2002",99.98
"Bhutan","RE share of electricity generation (%)","2003",99.95
"Bhutan","RE share of electricity generation (%)","2004",99.93
"Bhutan","RE share of electricity generation (%)","2005",99.93
"Bhutan","RE share of electricity generation (%)","2006",99.95
"Bhutan","RE share of electricity generation (%)","2007",99.97
"Bhutan","RE share of electricity generation (%)","2008",99.99
"Bhutan","RE share of electricity generation (%)","2009",100.00
"Bhutan","RE share of electricity generation (%)","2010",100.00
"Bhutan","RE share of electricity generation (%)","2011",100.00
"Bhutan","RE share of electricity generation (%)","2012",100.00
"Bhutan","RE share of electricity generation (%)","2013",99.99
"Bhutan","RE share of electricity generation (%)","2014",100.00
"Bhutan","RE share of electricity generation (%)","2015",100.00
"Bhutan","RE share of electricity generation (%)","2016",100.00
"Bhutan","RE share of electricity generation (%)","2017",100.00
"Bhutan","RE share of electricity generation (%)","2018",100.00
"Bhutan","RE share of electricity generation (%)","2019",100.00
"Bhutan","RE share of electricity generation (%)","2020",100.00
"Bhutan","RE share of electricity generation (%)","2021",100.00
"Bhutan","RE share of electricity generation (%)","2022",100.00
"Bhutan","RE share of electricity generation (%)","2023",100.00
"Bhutan","RE share of electricity generation (%)","2024",-
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2000",32.79
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2001",34.30
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2002",39.42
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2003",39.24
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2004",39.17
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2005",39.17
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2006",39.15
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2007",39.76
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2008",40.08
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2009",39.72
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2010",37.21
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2011",34.70
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2012",31.72
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2013",30.47
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2014",27.41
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2015",27.76
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2016",29.89
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2017",31.67
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2018",37.07
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2019",37.33
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2020",30.53
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2021",31.56
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2022",41.19
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2023",32.81
"Bolivia (Plurinational State of)","RE share of electricity capacity (%)","2024",32.56
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2000",51.97
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2001",56.66
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2002",55.74
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2003",48.53
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2004",50.53
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2005",43.25
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2006",43.92
"Bolivia (Plurinational State of)","RE share of electricity generation (%)","2007",43.88
